timestamp,USD_bid,USD_ask,EUR_bid,EUR_ask,GBP_bid,GBP_ask
2025-01-01 10:40:16,3.9809,4.0625,4.3028,4.3866,5.0931,5.1939
2025-01-01 10:40:18,3.9369,4.0318,4.2653,4.3698,5.1239,5.2364
2025-01-01 10:40:20,3.9596,4.0514,4.2779,4.3723,5.01,5.1152
2025-01-01 10:40:22,4.0011,4.0779,4.2594,4.3351,4.993,5.0912
2025-01-01 10:40:24,3.9562,4.0322,4.2879,4.3766,5.0769,5.1852
2025-01-01 10:40:26,3.8212,3.9068,4.2353,4.3077,5.0213,5.1163
2025-01-01 10:40:28,3.9243,4.0146,4.3107,4.3954,5.0033,5.1044
2025-01-01 10:40:30,3.9322,4.0063,4.2855,4.3649,5.0016,5.0937
2025-01-01 10:40:32,3.9714,4.0559,4.3162,4.4064,5.0341,5.1307
2025-01-01 10:40:34,4.0598,4.1397,4.2927,4.3873,5.1668,5.2681
2025-01-01 10:40:36,3.9689,4.0521,4.2908,4.3905,5.165,5.2566
2025-01-01 10:40:38,4.0371,4.1107,4.2456,4.3405,5.1089,5.2136
2025-01-01 10:40:40,3.9455,4.0247,4.2769,4.3504,4.9919,5.0989
2025-01-01 10:40:42,4.0662,4.1529,4.2814,4.3726,5.1505,5.2593
2025-01-01 10:40:44,3.8476,3.9335,4.2454,4.3348,5.0278,5.1224
2025-01-01 10:40:46,3.9332,4.0132,4.2556,4.3272,4.932,5.0325
2025-01-01 10:40:48,3.9771,4.0612,4.3044,4.3881,5.175,5.2816
2025-01-01 10:40:50,3.8906,3.9745,4.2582,4.3437,4.9725,5.0701
2025-01-01 10:40:52,3.9857,4.0697,4.273,4.3587,5.0419,5.1355
2025-01-01 10:40:54,3.8692,3.9484,4.2169,4.2959,5.0157,5.1173
2025-01-01 10:40:56,3.9972,4.0773,4.2758,4.3625,5.0573,5.1613
2025-01-01 10:40:58,3.9406,4.029,4.2721,4.3477,4.9944,5.0965
2025-01-01 10:41:00,4.0452,4.1292,4.2606,4.3321,5.1291,5.2209
2025-01-01 10:41:02,3.8103,3.8935,4.2466,4.3287,5.0011,5.0895
2025-01-01 10:41:04,3.9638,4.0267,4.329,4.4178,5.0296,5.1305
2025-01-01 10:41:06,3.887,3.9716,4.2469,4.3325,5.0835,5.1833
2025-01-01 10:41:08,3.8863,3.9603,4.2575,4.3527,4.9623,5.0551
2025-01-01 10:41:10,4.0253,4.1038,4.2168,4.3037,5.0935,5.1946
2025-01-01 10:41:12,3.7756,3.8497,4.2279,4.3065,5.0543,5.1533
2025-01-01 10:41:14,4.0597,4.1351,4.2902,4.3683,5.1214,5.2288
2025-01-01 10:41:16,4.02,4.1094,4.2191,4.3028,5.1059,5.2134
2025-01-01 10:41:18,3.9312,4.0116,4.2433,4.3376,5.042,5.1393
2025-01-01 10:41:20,4.0168,4.1049,4.2251,4.31,5.0848,5.1865
2025-01-01 10:41:22,3.7972,3.8864,4.2348,4.3302,5.0397,5.1366
2025-01-01 10:41:24,3.8725,3.9667,4.2539,4.3268,4.9615,5.0681
2025-01-01 10:41:26,3.7858,3.8665,4.2141,4.3059,5.0649,5.1694
2025-01-01 10:41:28,3.9531,4.0342,4.2839,4.3689,5.0147,5.1121
2025-01-01 10:41:30,3.9509,4.0204,4.2914,4.3939,5.116,5.2274
2025-01-01 10:41:32,3.9845,4.0641,4.2729,4.3474,5.0553,5.1507
2025-01-01 10:41:34,4.0496,4.13,4.2413,4.3294,5.1257,5.2346
2025-01-01 10:41:36,3.9624,4.0333,4.3384,4.4192,5.0255,5.1408
2025-01-01 10:41:38,3.8121,3.8681,4.2283,4.3145,5.0417,5.1372
2025-01-01 10:41:40,3.883,3.9562,4.2118,4.2982,4.9372,5.033
2025-01-01 10:41:42,3.8786,3.9592,4.2217,4.2979,4.9182,5.0243
2025-01-01 10:41:44,3.9292,4.0088,4.2447,4.3284,5.0422,5.1273
2025-01-01 10:41:46,3.9361,4.0205,4.2839,4.3697,5.0055,5.1053
2025-01-01 10:41:48,3.9778,4.0635,4.2719,4.3608,5.0389,5.1448
2025-01-01 10:41:50,3.9832,4.0694,4.2936,4.371,5.0679,5.1697
2025-01-01 10:41:52,3.8951,3.9819,4.2424,4.3202,5.0346,5.1339
2025-01-01 10:41:54,3.8852,3.9655,4.2143,4.3034,4.9586,5.0565
2025-01-01 10:41:56,3.9234,4.007,4.211,4.3091,4.9391,5.0312
2025-01-01 10:41:58,3.8754,3.949,4.2115,4.2972,5.0171,5.1235
2025-01-01 10:42:00,3.857,3.9237,4.2071,4.3038,5.0074,5.1205
2025-01-01 10:42:02,3.9094,3.9841,4.2546,4.3474,4.9923,5.093
2025-01-01 10:42:04,3.8671,3.9468,4.2085,4.3046,5.0233,5.1312
2025-01-01 10:42:06,3.8825,3.953,4.2376,4.3364,4.9798,5.0746
2025-01-01 10:42:08,4.019,4.0917,4.3025,4.3863,5.0408,5.1509
2025-01-01 10:42:10,3.888,3.967,4.2127,4.2986,4.9583,5.0602
2025-01-01 10:42:12,3.9916,4.0778,4.2822,4.376,5.0644,5.1798
2025-01-01 10:42:14,3.8007,3.8735,4.228,4.3169,5.0342,5.1358
2025-01-01 10:42:16,4.0147,4.1043,4.3624,4.4515,5.0791,5.1778
2025-01-01 10:42:18,3.8767,3.9601,4.2606,4.3418,5.0067,5.0997
2025-01-01 10:42:20,3.9598,4.0431,4.3139,4.397,5.0424,5.1431
2025-01-01 10:42:22,3.8913,3.9634,4.2157,4.3072,4.957,5.0519
2025-01-01 10:42:24,3.9607,4.035,4.2727,4.3561,4.9809,5.072
2025-01-01 10:42:26,3.9517,4.0387,4.2807,4.3656,4.9948,5.0934
2025-01-01 10:42:28,3.9053,3.9821,4.2395,4.3369,4.9535,5.038
2025-01-01 10:42:30,4.0157,4.098,4.3017,4.388,5.0438,5.1456
2025-01-01 10:42:32,3.9857,4.0696,4.2634,4.3595,5.0415,5.1411
2025-01-01 10:42:34,4.0248,4.1033,4.2358,4.3078,5.1293,5.2339
2025-01-01 10:42:36,3.9154,3.9878,4.2537,4.3404,5.0922,5.1954
2025-01-01 10:42:38,4.0108,4.0863,4.3048,4.3984,5.0375,5.1462
2025-01-01 10:42:40,3.8314,3.8995,4.2594,4.3436,5.0532,5.1581
2025-01-01 10:42:42,3.9867,4.0835,4.2489,4.3391,4.979,5.0798
2025-01-01 10:42:44,3.9454,4.0335,4.2787,4.3551,4.9762,5.0927
2025-01-01 10:42:46,3.9421,4.0287,4.2469,4.3418,5.0333,5.1232
2025-01-01 10:42:48,3.9933,4.0708,4.2192,4.3062,5.0929,5.1982
2025-01-01 10:42:50,3.9901,4.0781,4.2547,4.3347,4.9889,5.0788
2025-01-01 10:42:52,3.7659,3.8459,4.2191,4.3017,5.0471,5.1525
2025-01-01 10:42:54,3.8802,3.9598,4.2615,4.3454,5.0042,5.096
2025-01-01 10:42:56,3.9507,4.0415,4.2796,4.3663,5.005,5.0894
2025-01-01 10:42:58,3.9886,4.071,4.2859,4.3782,5.0741,5.1661
2025-01-01 10:43:00,3.9803,4.0634,4.2751,4.3582,5.0493,5.1486
2025-01-01 10:43:02,4.0843,4.1648,4.297,4.3778,5.1658,5.2714
2025-01-01 10:43:04,3.9012,3.9871,4.2329,4.3091,4.9687,5.0743
2025-01-01 10:43:06,3.9263,4.0199,4.2215,4.3041,4.9346,5.025
2025-01-01 10:43:08,3.8491,3.9237,4.2475,4.3292,5.0119,5.1275
2025-01-01 10:43:10,3.8922,3.9767,4.2376,4.3228,5.0264,5.1308
2025-01-01 10:43:12,3.8214,3.9012,4.2357,4.3197,5.0244,5.1232
2025-01-01 10:43:14,3.9084,3.9956,4.2685,4.3536,4.962,5.0648
2025-01-01 10:43:16,3.9342,4.0172,4.2716,4.3623,4.9997,5.1055
2025-01-01 10:43:18,3.7951,3.8686,4.2315,4.3232,5.0782,5.1719
2025-01-01 10:43:20,3.9623,4.0398,4.3163,4.4027,5.0403,5.1466
2025-01-01 10:43:22,3.8,3.8775,4.2337,4.3291,5.0246,5.128
2025-01-01 10:43:24,4.0091,4.0838,4.2514,4.335,4.9868,5.0822
2025-01-01 10:43:26,3.9134,3.9891,4.2197,4.3137,4.9193,5.0178
2025-01-01 10:43:28,3.9938,4.0766,4.224,4.3008,5.0875,5.1947
2025-01-01 10:43:30,3.8571,3.9351,4.2367,4.3384,5.0207,5.1224
2025-01-01 10:43:32,4.0115,4.0843,4.2783,4.3742,5.0071,5.1199
2025-01-01 10:43:34,3.9438,4.0323,4.2737,4.3529,4.9678,5.065
2025-01-01 10:43:36,3.8586,3.9242,4.2351,4.3333,4.9358,5.0462
2025-01-01 10:43:38,4.0699,4.1497,4.2231,4.3151,5.1046,5.2046
2025-01-01 10:43:40,3.822,3.901,4.2345,4.3313,4.9894,5.0857
2025-01-01 10:43:42,3.9501,4.0203,4.2569,4.3533,4.991,5.1019
2025-01-01 10:43:44,4.064,4.1584,4.2169,4.3053,5.0887,5.2042
2025-01-01 10:43:46,3.9782,4.063,4.2776,4.3662,5.0201,5.124
2025-01-01 10:43:48,3.8725,3.955,4.2011,4.2984,4.9224,5.0211
2025-01-01 10:43:50,4.0233,4.1095,4.2862,4.3717,5.0057,5.1186
2025-01-01 10:43:52,3.8019,3.8754,4.2253,4.311,5.0464,5.1339
2025-01-01 10:43:54,3.9684,4.0668,4.2705,4.3611,5.0462,5.1463
2025-01-01 10:43:56,3.996,4.0696,4.2988,4.4006,5.0572,5.1481
2025-01-01 10:43:58,4.047,4.1242,4.2135,4.2967,5.0979,5.1896
2025-01-01 10:44:00,3.9561,4.0312,4.2664,4.3605,4.9879,5.0985
2025-01-01 10:44:02,3.932,4.0088,4.3007,4.382,4.9947,5.0855
2025-01-01 10:44:04,3.8215,3.9018,4.2417,4.3187,5.0259,5.1335
2025-01-01 10:44:06,3.9667,4.0387,4.3102,4.408,5.0489,5.1385
2025-01-01 10:44:08,3.8101,3.8869,4.2296,4.3199,5.0202,5.1243
2025-01-01 10:44:10,3.9514,4.0377,4.3329,4.4255,5.0314,5.1377
2025-01-01 10:44:12,3.8875,3.9674,4.2589,4.3432,4.9628,5.0646
2025-01-01 10:44:14,3.9577,4.0338,4.2782,4.3612,4.9803,5.0804
2025-01-01 10:44:16,3.9222,4.0088,4.2358,4.3253,5.0041,5.1048
2025-01-01 10:44:18,3.8248,3.9082,4.2439,4.3119,5.0252,5.1345
2025-01-01 10:44:20,3.9823,4.0622,4.2701,4.3573,5.0454,5.1503
2025-01-01 10:44:22,3.8516,3.9205,4.249,4.3278,5.0191,5.1271
2025-01-01 10:44:24,4.0812,4.1576,4.2977,4.3804,5.1525,5.2614
2025-01-01 10:44:26,3.965,4.041,4.2555,4.3458,5.03,5.1233
2025-01-01 10:44:28,3.9854,4.0596,4.2656,4.3469,5.0452,5.1451
2025-01-01 10:44:30,4.0483,4.1399,4.2952,4.3791,5.1242,5.2367
2025-01-01 10:44:32,3.9275,4.0041,4.2438,4.3343,4.9311,5.0339
2025-01-01 10:44:34,3.8311,3.9023,4.2603,4.3463,5.0535,5.1655
2025-01-01 10:44:36,3.9906,4.073,4.3092,4.3865,5.0223,5.1255
2025-01-01 10:44:38,3.9291,4.0235,4.2598,4.3458,5.0207,5.1209
2025-01-01 10:44:40,3.8815,3.945,4.2073,4.3029,4.9242,5.015
2025-01-01 10:44:42,3.9927,4.0631,4.2796,4.363,5.1479,5.2522
2025-01-01 10:44:44,4.057,4.1364,4.2294,4.3221,5.0915,5.2077
2025-01-01 10:44:46,4.0149,4.0957,4.2859,4.3657,5.0645,5.1599
2025-01-01 10:44:48,3.9799,4.0468,4.269,4.3463,5.0569,5.1499
2025-01-01 10:44:50,3.9232,3.9953,4.2477,4.3348,5.025,5.1363
2025-01-01 10:44:52,3.9282,4.0134,4.314,4.3997,5.0229,5.1209
2025-01-01 10:44:54,3.964,4.039,4.2774,4.3538,5.1261,5.2379
2025-01-01 10:44:56,3.9306,4.0287,4.2712,4.3416,5.0122,5.1135
2025-01-01 10:44:58,3.9061,3.9833,4.2602,4.3467,4.9889,5.0882
2025-01-01 10:45:00,3.8259,3.8985,4.2365,4.3109,5.0284,5.1283
2025-01-01 10:45:02,3.9678,4.0455,4.2816,4.3642,5.0301,5.1188
2025-01-01 10:45:04,3.9298,4.0168,4.2689,4.3517,4.987,5.0891
2025-01-01 10:45:06,3.9346,4.0212,4.3122,4.3996,4.9734,5.0762
2025-01-01 10:45:08,3.9583,4.0487,4.3021,4.3976,5.1092,5.2054
2025-01-01 10:45:10,3.993,4.074,4.275,4.3545,5.0327,5.1418
2025-01-01 10:45:12,3.9413,4.0232,4.2723,4.358,4.9934,5.0915
2025-01-01 10:45:14,3.8198,3.8939,4.2237,4.3096,4.9627,5.0646
2025-01-01 10:45:16,3.9031,3.9916,4.2371,4.3221,4.9814,5.0801
2025-01-01 10:45:18,3.9632,4.0541,4.3066,4.3842,5.1632,5.2644
2025-01-01 10:45:20,3.9596,4.043,4.2506,4.348,5.0193,5.1253
2025-01-01 10:45:22,3.8504,3.931,4.2447,4.3176,5.031,5.1192
2025-01-01 10:45:24,4.0428,4.1321,4.2754,4.3619,5.108,5.2152
2025-01-01 10:45:26,3.9038,3.9808,4.2524,4.3383,5.0952,5.1914
2025-01-01 10:45:28,3.9606,4.0424,4.3013,4.389,5.1124,5.2014
2025-01-01 10:45:30,3.9654,4.0511,4.2801,4.3622,5.0099,5.112
2025-01-01 10:45:32,3.9999,4.0826,4.3459,4.4371,5.0663,5.1685
2025-01-01 10:45:34,3.9156,3.9996,4.2502,4.3382,5.0661,5.1651
2025-01-01 10:45:36,3.9361,3.9984,4.3056,4.3783,5.001,5.0988
2025-01-01 10:45:38,3.8567,3.9392,4.2698,4.3551,5.0691,5.1742
2025-01-01 10:45:40,3.9022,3.9755,4.2572,4.3421,4.9669,5.0683
2025-01-01 10:45:42,3.8957,3.9799,4.2235,4.3109,4.9283,5.0193
2025-01-01 10:45:44,3.8862,3.9649,4.2102,4.3024,4.9494,5.0511
2025-01-01 10:45:46,3.8867,3.973,4.2581,4.3526,5.0905,5.2003
2025-01-01 10:45:48,3.9748,4.0558,4.325,4.4085,5.0241,5.1294
2025-01-01 10:45:50,3.9577,4.0378,4.2619,4.345,5.0232,5.1192
2025-01-01 10:45:52,3.9368,4.0211,4.2697,4.3558,5.0111,5.1041
2025-01-01 10:45:54,3.8967,3.9824,4.2579,4.3512,5.0969,5.1889
2025-01-01 10:45:56,3.9885,4.0697,4.3365,4.4106,5.0844,5.1796
2025-01-01 10:45:58,3.7842,3.8624,4.2195,4.307,5.0773,5.1678
2025-01-01 10:46:00,3.8905,3.9571,4.2554,4.3296,5.0914,5.1777
2025-01-01 10:46:02,4.0832,4.1648,4.2978,4.3827,5.1598,5.2562
2025-01-01 10:46:04,3.917,3.9982,4.2888,4.3658,4.9943,5.0962
2025-01-01 10:46:06,3.918,4.0106,4.3039,4.3877,4.9942,5.0981
2025-01-01 10:46:08,3.948,4.0253,4.2715,4.3501,4.9715,5.0743
2025-01-01 10:46:10,3.9879,4.0754,4.2359,4.3186,5.1005,5.2034
2025-01-01 10:46:12,4.0085,4.0844,4.2822,4.3712,4.9937,5.0937
2025-01-01 10:46:14,3.8311,3.9069,4.2373,4.3121,5.0168,5.1155
2025-01-01 10:46:16,3.9616,4.0344,4.289,4.3636,5.0732,5.1891
2025-01-01 10:46:18,3.8155,3.8921,4.2445,4.3257,5.0006,5.1124
2025-01-01 10:46:20,3.9665,4.0591,4.3067,4.3936,5.1566,5.2566
2025-01-01 10:46:22,3.9163,3.9943,4.2457,4.336,5.0499,5.139
2025-01-01 10:46:24,3.8333,3.9169,4.2297,4.3045,4.9452,5.0591
2025-01-01 10:46:26,4.0627,4.1388,4.2234,4.3129,5.1029,5.2043
2025-01-01 10:46:28,3.9344,4.0122,4.2683,4.3557,4.9755,5.0727
2025-01-01 10:46:30,3.9369,4.0198,4.28,4.3605,4.9917,5.0927
2025-01-01 10:46:32,3.8957,3.9533,4.2085,4.2868,4.9856,5.0818
2025-01-01 10:46:34,3.9312,4.009,4.2229,4.3016,4.9369,5.0287
2025-01-01 10:46:36,4.0141,4.1007,4.2151,4.3011,5.0998,5.2191
2025-01-01 10:46:38,3.9556,4.041,4.2717,4.3661,5.128,5.237
2025-01-01 10:46:40,3.9737,4.0614,4.3175,4.3976,5.0377,5.147
2025-01-01 10:46:42,4.0766,4.1574,4.2271,4.3227,5.106,5.2109
2025-01-01 10:46:44,3.9858,4.0616,4.2916,4.3857,5.1723,5.2825
2025-01-01 10:46:46,3.9893,4.0606,4.2166,4.2972,5.0931,5.187
2025-01-01 10:46:48,3.8054,3.8955,4.2317,4.3222,5.0025,5.1036
2025-01-01 10:46:50,3.9339,4.018,4.3164,4.3972,4.9711,5.073
2025-01-01 10:46:52,3.9825,4.06,4.2781,4.366,5.0472,5.1535
2025-01-01 10:46:54,3.929,4.0142,4.2545,4.3399,5.0579,5.1416
2025-01-01 10:46:56,3.9418,4.035,4.2664,4.341,4.9833,5.0805
2025-01-01 10:46:58,4.0587,4.1383,4.2934,4.3653,5.1222,5.2224
2025-01-01 10:47:00,4.0055,4.094,4.283,4.3892,5.0444,5.1513
2025-01-01 10:47:02,3.9427,4.0253,4.2604,4.3591,5.0076,5.1143
2025-01-01 10:47:04,3.8646,3.9414,4.2608,4.3463,5.0689,5.1805
2025-01-01 10:47:06,3.9657,4.0472,4.3084,4.3999,5.1146,5.212
2025-01-01 10:47:08,3.8286,3.9114,4.2598,4.341,5.0613,5.1527
2025-01-01 10:47:10,3.8759,3.954,4.2249,4.3027,4.9257,5.0371
2025-01-01 10:47:12,4.0134,4.0846,4.2838,4.3741,4.9783,5.0793
2025-01-01 10:47:14,3.898,3.9752,4.2386,4.3246,5.0381,5.1433
2025-01-01 10:47:16,4.0505,4.134,4.2862,4.3739,5.1253,5.2327
2025-01-01 10:47:18,3.9803,4.063,4.2796,4.3651,5.0451,5.154
2025-01-01 10:47:20,3.9643,4.035,4.2757,4.3745,5.0043,5.0918
2025-01-01 10:47:22,4.033,4.1112,4.2277,4.3041,5.0878,5.1903
2025-01-01 10:47:24,3.8951,3.9773,4.2553,4.3431,5.0823,5.1964
2025-01-01 10:47:26,3.9236,3.9942,4.252,4.3369,4.9986,5.093
2025-01-01 10:47:28,3.9806,4.072,4.3036,4.3876,5.094,5.1897
2025-01-01 10:47:30,3.938,4.0068,4.2428,4.3325,4.9423,5.0365
2025-01-01 10:47:32,3.9407,4.0056,4.289,4.377,5.0049,5.1099
2025-01-01 10:47:34,3.9102,3.9823,4.2357,4.3198,4.9855,5.0778
2025-01-01 10:47:36,3.9946,4.0824,4.2847,4.3686,5.0098,5.1055
2025-01-01 10:47:38,4.0335,4.122,4.2615,4.3453,5.1276,5.2207
2025-01-01 10:47:40,4.0,4.085,4.2773,4.3631,4.9843,5.0773
2025-01-01 10:47:42,3.9842,4.0809,4.2748,4.3728,5.0142,5.1112
2025-01-01 10:47:44,3.9758,4.0565,4.3088,4.3877,5.1518,5.2659
2025-01-01 10:47:46,3.8378,3.9074,4.2572,4.3502,5.0533,5.1516
2025-01-01 10:47:48,3.8709,3.9539,4.2436,4.3337,4.9636,5.0689
2025-01-01 10:47:50,4.0141,4.0836,4.302,4.3893,5.0894,5.2039
2025-01-01 10:47:52,3.8796,3.9545,4.2415,4.323,4.9806,5.0697
2025-01-01 10:47:54,3.9531,4.0443,4.2776,4.3714,5.0189,5.1189
2025-01-01 10:47:56,3.8821,3.9678,4.2318,4.3213,4.9679,5.0788
2025-01-01 10:47:58,3.955,4.0353,4.2639,4.3531,4.9973,5.102
2025-01-01 10:48:00,4.0588,4.1386,4.3348,4.4237,5.1399,5.2424
2025-01-01 10:48:02,3.8799,3.9499,4.2376,4.3285,4.9645,5.0677
2025-01-01 10:48:04,3.8331,3.9005,4.2287,4.3138,5.0243,5.1244
2025-01-01 10:48:06,3.9209,4.0039,4.2509,4.3309,5.019,5.1171
2025-01-01 10:48:08,3.9206,4.0145,4.3005,4.3956,4.9903,5.0931
2025-01-01 10:48:10,3.9409,4.0155,4.2749,4.3585,5.0019,5.111
2025-01-01 10:48:12,4.0031,4.0826,4.2782,4.3614,4.992,5.0867
2025-01-01 10:48:14,3.9285,4.0038,4.2628,4.3439,5.1207,5.2196
2025-01-01 10:48:16,3.9992,4.0756,4.3075,4.3825,5.0813,5.1826
2025-01-01 10:48:18,3.9467,4.0243,4.2722,4.3638,5.0009,5.1007
2025-01-01 10:48:20,3.8178,3.9093,4.2417,4.3191,5.0282,5.1193
2025-01-01 10:48:22,3.8762,3.9526,4.1933,4.2899,4.9231,5.0234
2025-01-01 10:48:24,3.8952,3.9659,4.2548,4.3351,5.0568,5.1561
2025-01-01 10:48:26,3.8929,3.9758,4.2288,4.3158,4.9995,5.1095
2025-01-01 10:48:28,3.9522,4.0421,4.2661,4.3583,4.9667,5.0681
2025-01-01 10:48:30,3.8265,3.8981,4.2451,4.3263,5.0199,5.1308
2025-01-01 10:48:32,3.8084,3.8812,4.2425,4.3231,5.0006,5.1067
2025-01-01 10:48:34,3.9504,4.0287,4.2562,4.3455,4.9884,5.0777
2025-01-01 10:48:36,3.9963,4.082,4.2605,4.3349,4.9851,5.0977
2025-01-01 10:48:38,3.8899,3.9747,4.2056,4.3155,5.0026,5.1002
2025-01-01 10:48:40,3.9087,3.982,4.262,4.3406,4.9753,5.0742
2025-01-01 10:48:42,4.0002,4.0804,4.2551,4.3469,4.988,5.0786
2025-01-01 10:48:44,4.026,4.116,4.2875,4.3749,5.0243,5.1357
2025-01-01 10:48:46,3.8814,3.968,4.2524,4.3366,5.0759,5.179
2025-01-01 10:48:48,3.8767,3.9502,4.2445,4.3326,4.9735,5.0665
2025-01-01 10:48:50,3.9778,4.0632,4.2138,4.2915,5.095,5.198
2025-01-01 10:48:52,3.9387,4.0122,4.2715,4.3677,5.0066,5.098
2025-01-01 10:48:54,3.9346,4.0206,4.307,4.3816,4.9856,5.0862
2025-01-01 10:48:56,3.86,3.9254,4.246,4.3337,5.0125,5.1304
2025-01-01 10:48:58,3.9356,4.0216,4.2662,4.3712,4.9959,5.0973
2025-01-01 10:49:00,3.8918,3.9615,4.2633,4.3574,4.9684,5.0682
2025-01-01 10:49:02,3.8768,3.9641,4.2517,4.3316,5.0801,5.1833
2025-01-01 10:49:04,3.8852,3.973,4.249,4.3371,5.0474,5.1534
2025-01-01 10:49:06,3.9465,4.0257,4.2757,4.3576,5.0072,5.0994
2025-01-01 10:49:08,3.9993,4.09,4.2632,4.3579,4.9907,5.0912
2025-01-01 10:49:10,3.9272,3.9967,4.2435,4.3277,5.0226,5.1183
2025-01-01 10:49:12,3.8889,3.9664,4.3012,4.387,4.9463,5.0463
2025-01-01 10:49:14,3.7992,3.8871,4.23,4.3123,5.0148,5.1205
2025-01-01 10:49:16,3.7739,3.8533,4.2199,4.3085,5.0509,5.1538
2025-01-01 10:49:18,3.9541,4.0243,4.2757,4.3599,5.1228,5.2407
2025-01-01 10:49:20,4.0679,4.1569,4.2345,4.3019,5.092,5.1895
2025-01-01 10:49:22,3.873,3.9676,4.2201,4.3103,4.9366,5.0316
2025-01-01 10:49:24,3.9258,4.0003,4.2392,4.3199,4.939,5.039
2025-01-01 10:49:26,3.8728,3.9545,4.2191,4.3054,4.9187,5.0256
2025-01-01 10:49:28,3.9339,3.9988,4.2628,4.3469,4.9763,5.0811
2025-01-01 10:49:30,3.9101,3.983,4.2574,4.3429,4.9989,5.0954
2025-01-01 10:49:32,3.8688,3.9561,4.2508,4.3336,4.9571,5.0614
2025-01-01 10:49:34,3.9427,4.03,4.2653,4.3571,5.0085,5.1079
2025-01-01 10:49:36,3.8021,3.8712,4.2424,4.315,5.0417,5.154
2025-01-01 10:49:38,3.9504,4.0195,4.2764,4.3632,5.1248,5.2311
2025-01-01 10:49:40,3.9225,4.0022,4.2646,4.3426,4.9996,5.0938
2025-01-01 10:49:42,3.9231,3.9996,4.2364,4.3199,5.0044,5.1108
2025-01-01 10:49:44,3.9556,4.0313,4.2885,4.3745,4.9822,5.0988
2025-01-01 10:49:46,3.931,4.0048,4.2399,4.3346,4.9376,5.0448
2025-01-01 10:49:48,4.0096,4.0887,4.2833,4.368,5.0085,5.1091
2025-01-01 10:49:50,3.9318,3.9996,4.2481,4.3269,5.0464,5.1391
2025-01-01 10:49:52,4.0663,4.1441,4.3154,4.4069,5.0554,5.1578
2025-01-01 10:49:54,3.8443,3.9151,4.2407,4.337,5.0196,5.124
2025-01-01 10:49:56,4.0592,4.1455,4.2336,4.3197,5.0994,5.2061
2025-01-01 10:49:58,3.9562,4.0351,4.25,4.3434,5.0205,5.127
2025-01-01 10:50:00,4.0677,4.1467,4.2726,4.3621,5.1184,5.2166
2025-01-01 10:50:02,3.7975,3.8647,4.2346,4.3168,5.075,5.1723
2025-01-01 10:50:04,4.0604,4.1433,4.272,4.3612,5.1126,5.2082
2025-01-01 10:50:06,4.124,4.2022,4.2847,4.3846,5.1686,5.2784
2025-01-01 10:50:08,3.9887,4.0687,4.2755,4.3555,5.0545,5.1609
2025-01-01 10:50:10,3.9856,4.0638,4.2692,4.3631,5.0565,5.1392
2025-01-01 10:50:12,3.937,4.0216,4.2666,4.3603,5.0036,5.098
2025-01-01 10:50:14,3.9679,4.0365,4.3077,4.3952,5.1479,5.2511
2025-01-01 10:50:16,3.9835,4.0481,4.3146,4.3907,5.1613,5.2752
2025-01-01 10:50:18,3.9993,4.0831,4.2822,4.3635,4.9844,5.0814
2025-01-01 10:50:20,3.9411,4.0245,4.2358,4.33,4.9319,5.0257
2025-01-01 10:50:22,3.8204,3.8922,4.2445,4.3302,4.9767,5.0833
2025-01-01 10:50:24,3.878,3.9554,4.2559,4.3341,4.9719,5.0661
2025-01-01 10:50:26,3.8849,3.9529,4.2709,4.3605,4.9633,5.067
2025-01-01 10:50:28,3.8781,3.9482,4.2433,4.331,4.9616,5.0659
2025-01-01 10:50:30,3.8573,3.9281,4.2081,4.2913,5.0124,5.1162
2025-01-01 10:50:32,3.9516,4.0381,4.2567,4.3471,5.0269,5.1209
2025-01-01 10:50:34,3.9337,4.0026,4.3118,4.3895,4.9963,5.096
2025-01-01 10:50:36,4.0028,4.0858,4.2733,4.3703,4.9872,5.081
2025-01-01 10:50:38,4.0074,4.0924,4.301,4.3944,5.0362,5.1397
2025-01-01 10:50:40,3.9909,4.0677,4.2717,4.3661,5.043,5.1499
2025-01-01 10:50:42,3.9428,4.0169,4.266,4.3459,4.9715,5.0769
2025-01-01 10:50:44,3.8885,3.9739,4.2539,4.3378,4.972,5.0701
2025-01-01 10:50:46,3.93,4.0046,4.2781,4.3719,4.9901,5.101
2025-01-01 10:50:48,3.9328,4.0084,4.2777,4.3646,4.994,5.0943
2025-01-01 10:50:50,3.965,4.0498,4.2748,4.361,5.0098,5.1175
2025-01-01 10:50:52,3.987,4.0632,4.2827,4.3734,5.0159,5.1115
2025-01-01 10:50:54,3.8699,3.9549,4.2113,4.2888,4.9182,5.0242
2025-01-01 10:50:56,4.0001,4.0828,4.2778,4.3798,5.0148,5.1105
2025-01-01 10:50:58,3.8847,3.9666,4.2631,4.3472,5.0042,5.1014
2025-01-01 10:51:00,3.8769,3.9503,4.2122,4.2981,5.0168,5.1198
2025-01-01 10:51:02,4.0113,4.0931,4.3005,4.3776,5.0996,5.1969
2025-01-01 10:51:04,3.999,4.087,4.288,4.3718,4.9925,5.0965
2025-01-01 10:51:06,4.0063,4.078,4.3205,4.4053,5.0717,5.1875
2025-01-01 10:51:08,3.9955,4.0693,4.286,4.3698,4.9999,5.1008
2025-01-01 10:51:10,3.7741,3.8601,4.232,4.3145,5.0654,5.1722
2025-01-01 10:51:12,3.7911,3.8653,4.226,4.3075,5.0688,5.1774
